record_id	month	day	year	plot_id	species_id	sex	hindfoot_length	weight
174	9	11	1977	12	DM	M	37	34
175	9	11	1977	19	DM	M	33	40
177	9	11	1977	5	OX	F	Null	20
178	9	11	1977	18	DM	M	33	44
179	9	11	1977	12	DM	M	37	44
180	9	11	1977	6	DM	M	34	36
181	9	11	1977	20	DM	M	35	33
183	9	11	1977	5	DM	F	37	46
186	9	11	1977	19	DM	F	34	35
187	9	12	1977	17	DM	M	36	46
189	9	12	1977	17	DM	F	33	37
190	9	12	1977	7	DM	M	36	34
192	9	12	1977	4	DM	F	36	45
196	9	12	1977	7	PF	F	15	7
197	9	12	1977	14	DM	M	37	51
198	9	12	1977	4	DM	M	35	39
199	9	12	1977	11	DM	M	36	29
202	9	12	1977	17	DM	F	32	48
203	9	12	1977	11	DM	M	38	46
204	9	12	1977	16	DM	F	37	41
208	9	12	1977	14	DM	M	37	45
209	9	12	1977	17	DM	F	35	42
210	9	12	1977	11	DM	F	36	53
213	9	12	1977	14	DM	F	35	49
215	9	12	1977	14	DM	F	36	46
216	9	12	1977	4	PF	F	13	9
217	9	13	1977	3	PP	F	19	15
218	9	13	1977	1	PF	M	13	4
219	9	13	1977	13	DM	M	36	48
226	9	13	1977	2	DM	M	37	51
228	9	13	1977	9	DM	M	38	50
229	9	13	1977	13	DM	M	35	44
233	9	13	1977	2	DM	M	25	44
234	9	13	1977	9	DM	M	35	45
235	9	13	1977	13	DM	F	37	45
238	9	13	1977	2	PE	M	20	19
242	9	13	1977	2	OX	M	19	22
243	10	16	1977	6	DM	F	38	44
244	10	16	1977	22	DM	F	36	42
245	10	16	1977	2	DM	M	37	39
246	10	16	1977	13	DM	M	37	47
248	10	16	1977	22	OT	M	Null	21
249	10	16	1977	13	DM	M	36	42
251	10	16	1977	2	DM	M	36	49
253	10	16	1977	20	DM	M	38	39
254	10	16	1977	20	DM	F	36	43
255	10	16	1977	18	DM	M	35	50
256	10	16	1977	6	DM	M	36	41
257	10	16	1977	2	DM	M	37	47
258	10	16	1977	18	DM	F	36	37
259	10	16	1977	2	DM	M	36	41
260	10	16	1977	22	DM	F	36	36
261	10	16	1977	6	DM	M	36	45
262	10	16	1977	20	PE	M	19	20
263	10	16	1977	1	DM	M	37	40
265	10	16	1977	9	DM	M	38	49
268	10	16	1977	2	DM	F	36	55
269	10	16	1977	6	DM	M	37	46
270	10	16	1977	1	DM	F	36	38
273	10	16	1977	9	DM	M	37	44
274	10	16	1977	2	OL	F	20	21
275	10	16	1977	20	DM	M	37	41
277	10	16	1977	6	OL	Null	20	21
280	10	16	1977	18	DM	M	37	46
283	10	16	1977	6	DM	M	34	36
284	10	16	1977	13	DM	M	37	44
285	10	16	1977	1	DM	M	36	53
287	10	17	1977	17	DM	M	38	41
288	10	17	1977	17	DM	M	37	48
289	10	17	1977	14	DM	M	38	47
292	10	17	1977	3	DO	F	36	33
293	10	17	1977	4	DM	F	36	42
294	10	17	1977	3	DO	F	37	50
295	10	17	1977	11	DM	M	36	41
296	10	17	1977	17	OT	Null	18	21
298	10	17	1977	19	DM	M	36	49
302	10	17	1977	19	DM	F	36	44
303	10	17	1977	3	DM	M	36	31
304	10	17	1977	21	DM	M	37	40
305	10	17	1977	14	DM	F	35	40
306	10	17	1977	16	DM	M	33	23
307	10	17	1977	19	DM	M	36	42
311	10	17	1977	19	RM	M	18	13
312	10	17	1977	11	DM	F	36	42
313	10	17	1977	19	DM	M	35	31
315	10	17	1977	3	DM	M	36	39
316	10	17	1977	15	DM	M	37	48
317	10	17	1977	17	DO	F	32	48
318	10	17	1977	17	DM	M	33	29
319	10	17	1977	14	DM	M	36	45
320	10	17	1977	17	DM	F	35	39
321	10	17	1977	17	OL	F	Null	23
323	10	17	1977	17	DO	F	33	31
328	10	18	1977	16	DM	F	Null	43
330	10	18	1977	5	DM	M	37	43
332	10	18	1977	12	PF	M	16	8
334	10	18	1977	5	DM	F	37	45
336	10	18	1977	12	DM	M	36	40
337	10	18	1977	8	DO	F	35	41
338	10	18	1977	12	DM	M	37	41
340	10	18	1977	12	DM	F	36	39
342	10	18	1977	16	DM	M	34	25
345	11	12	1977	22	DM	F	34	45
346	11	12	1977	2	DM	F	37	36
347	11	12	1977	6	DM	F	38	40
348	11	12	1977	13	DM	M	36	44
350	11	12	1977	2	DM	M	37	47
352	11	12	1977	1	DM	M	36	40
354	11	12	1977	2	DM	M	38	44
356	11	12	1977	1	DO	F	32	44
357	11	12	1977	9	DS	F	50	117
358	11	12	1977	13	PF	F	16	7
359	11	12	1977	18	DM	M	36	40
360	11	12	1977	20	DM	F	35	39
361	11	12	1977	2	DM	F	36	40
362	11	12	1977	1	DS	F	51	121
364	11	12	1977	9	DM	M	37	46
365	11	12	1977	1	DM	F	38	35
367	11	12	1977	20	DS	M	51	115
368	11	12	1977	9	PF	F	16	7
369	11	12	1977	20	DM	F	36	39
370	11	12	1977	9	DM	M	35	40
371	11	12	1977	13	DM	M	36	40
372	11	12	1977	22	DM	F	36	35
373	11	12	1977	6	DM	M	34	36
374	11	12	1977	18	DM	M	37	44
375	11	12	1977	9	PF	F	15	6
376	11	12	1977	1	PF	F	15	7
377	11	12	1977	9	DS	F	48	120
378	11	12	1977	1	DO	M	33	48
379	11	13	1977	14	DM	M	36	44
380	11	13	1977	17	DM	F	33	38
381	11	13	1977	17	DS	F	48	118
382	11	13	1977	17	DM	M	37	40
383	11	13	1977	11	DS	F	52	126
384	11	13	1977	11	DM	M	36	37
385	11	13	1977	17	DS	M	50	132
388	11	13	1977	11	DM	F	36	39
389	11	13	1977	14	DS	F	Null	113
391	11	13	1977	11	PF	M	15	7
392	11	13	1977	11	DS	F	53	122
394	11	13	1977	4	DS	F	48	107
395	11	13	1977	14	DM	M	36	43
396	11	13	1977	14	DM	F	36	40
397	11	13	1977	17	RM	F	16	7
398	11	13	1977	4	DS	F	50	115
399	11	13	1977	17	DM	F	36	39
404	11	14	1977	12	DM	M	37	40
407	11	14	1977	5	DS	F	50	116
408	11	14	1977	8	PF	F	9	6
409	11	14	1977	12	DM	F	36	38
410	11	14	1977	5	DS	M	53	137
411	11	14	1977	5	DM	M	36	42
412	11	14	1977	5	DS	M	52	126
413	11	14	1977	8	DS	F	49	112
414	11	14	1977	8	DO	F	34	39
415	11	14	1977	5	DM	F	36	41
420	12	10	1977	13	DM	F	38	48
421	12	10	1977	9	DS	F	51	121
422	12	10	1977	2	DM	F	37	42
423	12	10	1977	13	DM	M	36	42
424	12	10	1977	2	DM	M	37	52
425	12	10	1977	20	DM	F	36	38
426	12	10	1977	22	DM	M	36	45
427	12	10	1977	2	DM	F	37	37
428	12	10	1977	9	DO	F	33	40
429	12	10	1977	1	DM	M	Null	38
430	12	10	1977	9	PF	F	15	7
433	12	10	1977	9	DM	M	38	44
434	12	10	1977	13	PF	F	16	7
436	12	10	1977	18	DM	F	37	33
437	12	10	1977	18	DM	F	37	38
438	12	10	1977	2	DM	M	36	47
439	12	10	1977	20	DM	F	36	39
440	12	10	1977	1	PF	F	16	7
443	12	10	1977	13	DM	M	35	42
444	12	10	1977	6	DM	M	38	36
447	12	10	1977	18	DM	M	37	44
448	12	10	1977	20	DS	M	51	116
449	12	10	1977	2	DM	M	35	43
450	12	10	1977	1	DO	M	33	45
451	12	10	1977	9	DS	F	51	116
453	12	10	1977	9	DM	M	36	42
454	12	10	1977	1	DM	F	36	38
460	12	11	1977	12	DS	F	Null	114
461	12	11	1977	14	DM	M	36	41
462	12	11	1977	17	DM	M	36	40
463	12	11	1977	4	DS	M	49	134
464	12	11	1977	5	DS	M	49	139
466	12	11	1977	4	DS	F	51	118
467	12	11	1977	8	DO	F	32	41
468	12	11	1977	11	DM	M	35	37
470	12	11	1977	4	PF	M	15	6
472	12	11	1977	11	DS	F	49	127
474	12	11	1977	8	PF	F	15	6
476	12	11	1977	8	DS	F	Null	120
477	12	11	1977	17	DS	F	47	115
479	12	11	1977	14	DM	F	36	40
480	12	11	1977	14	DS	F	47	114
481	12	11	1977	17	DM	F	35	37
482	12	11	1977	17	DM	M	37	46
483	12	11	1977	8	DS	M	49	149
484	12	11	1977	11	DM	F	37	38
485	12	11	1977	11	DS	M	52	127
487	12	11	1977	12	DM	F	38	36
488	12	11	1977	12	DM	M	37	41
490	12	11	1977	14	DM	M	37	44
491	12	11	1977	11	DS	M	48	138
492	12	11	1977	12	DS	M	49	110
493	12	11	1977	4	DS	F	49	110
496	12	11	1977	17	DM	F	36	37
498	12	11	1977	3	PF	M	16	7
499	12	11	1977	11	DS	F	51	121
502	12	11	1977	5	DM	F	36	43
505	1	8	1978	13	DM	M	36	43
507	1	8	1978	2	DM	M	35	44
508	1	8	1978	20	DM	F	36	36
510	1	8	1978	13	PF	F	16	8
511	1	8	1978	2	DM	M	36	38
512	1	8	1978	9	DS	F	48	122
514	1	8	1978	9	PF	M	16	7
515	1	8	1978	9	DO	F	Null	42
516	1	8	1978	9	DM	M	38	46
517	1	8	1978	2	PE	M	26	22
518	1	8	1978	2	DM	M	36	38
519	1	8	1978	2	DM	M	38	48
520	1	8	1978	3	PF	M	15	7
521	1	8	1978	2	DM	M	36	43
522	1	8	1978	2	DM	F	37	35
523	1	8	1978	2	DM	M	36	43
525	1	8	1978	6	DM	M	34	36
526	1	8	1978	9	DS	F	51	117
527	1	8	1978	2	DM	F	37	37
528	1	8	1978	20	DS	M	51	122
529	1	8	1978	9	DM	M	36	43
530	1	8	1978	13	DM	M	37	42
532	1	8	1978	2	PF	F	Null	7
533	1	8	1978	2	DM	M	Null	45
538	1	9	1978	17	DM	M	36	40
539	1	9	1978	17	DM	F	34	37
540	1	9	1978	17	DS	F	47	117
541	1	9	1978	11	DM	M	36	40
542	1	9	1978	1	DM	M	36	40
543	1	9	1978	4	DS	M	49	132
545	1	9	1978	1	DM	F	38	36
548	1	9	1978	8	DS	M	53	150
549	1	9	1978	11	DM	M	38	44
550	1	9	1978	14	DM	F	36	40
551	1	9	1978	4	DS	F	50	126
552	1	9	1978	11	DS	F	51	122
553	1	9	1978	8	DS	F	50	136
555	1	9	1978	14	DS	F	48	116
556	1	9	1978	17	DM	F	36	38
557	1	9	1978	11	DM	F	37	39
558	1	9	1978	1	DS	F	49	135
559	1	9	1978	14	DM	M	36	46
560	1	9	1978	17	DS	M	50	133
561	1	9	1978	11	DS	M	53	136
564	1	10	1978	18	DS	F	51	141
566	1	10	1978	18	DM	F	36	38
567	1	10	1978	12	DM	F	36	35
569	1	10	1978	5	DS	M	Null	135
571	1	10	1978	18	DM	F	Null	33
572	1	10	1978	18	DM	M	38	51
573	1	10	1978	5	DS	F	Null	122
574	1	10	1978	18	DM	F	34	33
575	1	10	1978	18	DM	M	38	47
576	1	10	1978	18	DM	M	36	49
578	1	10	1978	18	DM	M	Null	46
579	1	10	1978	5	DM	F	Null	45
580	1	10	1978	12	DM	M	Null	41
584	2	18	1978	3	OT	M	Null	24
585	2	18	1978	2	DS	M	53	157
586	2	18	1978	13	DM	M	35	51
588	2	18	1978	2	NL	M	Null	218
589	2	18	1978	20	DM	F	39	38
590	2	18	1978	2	PF	F	16	7
592	2	18	1978	22	DM	M	39	45
593	2	18	1978	2	DM	M	38	52
594	2	18	1978	9	DM	M	38	50
595	2	18	1978	2	DM	M	37	51
596	2	18	1978	9	DS	F	Null	126
597	2	18	1978	20	DM	F	33	39
598	2	18	1978	2	OT	F	Null	24
599	2	18	1978	3	OT	F	15	23
600	2	18	1978	2	DM	F	37	40
601	2	18	1978	2	DM	M	36	41
602	2	18	1978	13	DM	M	37	46
603	2	18	1978	2	OT	M	Null	25
604	2	18	1978	2	PE	M	22	25
607	2	19	1978	5	DM	F	36	39
608	2	19	1978	17	DM	F	34	42
610	2	19	1978	17	DM	M	37	39
611	2	19	1978	21	OT	F	20	23
614	2	19	1978	4	DS	F	49	124
615	2	19	1978	5	DS	F	49	114
616	2	19	1978	11	DM	M	36	44
617	2	19	1978	11	DM	M	38	48
619	2	19	1978	14	DM	F	39	44
620	2	19	1978	8	DS	F	49	132
622	2	19	1978	17	DS	F	46	137
624	2	19	1978	4	DM	M	35	39
625	2	19	1978	5	DM	F	35	56
626	2	19	1978	17	OL	F	20	35
629	2	19	1978	14	NL	Null	Null	197
630	2	19	1978	5	OT	F	18	22
631	2	19	1978	5	OT	M	20	25
633	2	19	1978	8	DS	M	55	154
635	2	20	1978	15	DM	M	38	49
636	2	20	1978	18	DM	F	36	44
637	2	20	1978	18	DM	F	38	35
638	2	20	1978	12	DM	F	37	36
639	2	20	1978	1	DM	F	35	39
640	2	20	1978	12	DS	F	50	133
641	2	20	1978	15	DM	M	38	50
642	2	20	1978	1	DM	M	36	43
643	2	20	1978	15	DM	F	35	40
644	2	20	1978	18	DM	M	38	45
645	2	20	1978	12	DM	M	38	44
646	2	20	1978	18	NL	M	32	228
647	2	20	1978	1	DS	F	52	144
648	2	20	1978	16	DM	F	37	46
649	2	20	1978	16	DM	M	35	48
650	3	11	1978	2	PF	F	15	7
651	3	11	1978	20	DM	M	38	45
652	3	11	1978	2	PF	M	14	8
653	3	11	1978	22	DS	F	47	133
654	3	11	1978	22	DM	F	37	40
655	3	11	1978	3	NL	M	32	232
656	3	11	1978	9	DS	F	49	128
657	3	11	1978	2	DS	M	54	153
658	3	11	1978	3	OT	F	21	22
659	3	11	1978	20	OT	F	20	21
660	3	11	1978	2	DM	M	37	53
662	3	11	1978	13	PF	F	15	8
663	3	11	1978	2	OT	M	18	25
664	3	11	1978	2	DM	M	35	43
665	3	11	1978	20	DM	F	35	43
666	3	11	1978	13	OL	M	21	38
667	3	11	1978	20	DM	F	35	42
668	3	11	1978	3	OT	M	21	26
669	3	11	1978	9	DS	F	50	146
670	3	11	1978	2	OT	F	20	25
671	3	11	1978	2	PE	M	20	28
672	3	11	1978	3	PF	M	15	8
673	3	11	1978	2	PE	F	Null	29
674	3	11	1978	20	DS	M	49	122
677	3	12	1978	5	DS	M	52	137
678	3	12	1978	4	DS	M	49	131
679	3	12	1978	5	DS	F	49	125
684	3	12	1978	4	DM	M	35	43
687	3	12	1978	5	DS	F	Null	69
688	3	12	1978	4	DS	F	48	141
689	3	12	1978	11	DS	M	53	138
690	3	12	1978	11	DM	M	36	43
691	3	12	1978	4	DS	F	50	124
694	3	12	1978	11	DM	F	37	43
696	3	12	1978	5	DM	F	37	45
697	3	12	1978	11	DM	M	36	46
699	3	12	1978	5	DM	F	36	43
700	3	12	1978	5	DM	M	37	49
702	3	12	1978	5	DM	M	35	47
708	3	12	1978	5	OT	M	20	26
710	3	13	1978	8	DS	M	49	152
711	3	13	1978	18	DM	F	37	44
712	3	13	1978	15	DM	M	36	48
713	3	13	1978	8	OT	M	15	29
714	3	13	1978	15	DM	F	Null	44
715	3	13	1978	18	DM	M	36	49
716	3	13	1978	15	DM	M	35	45
717	3	13	1978	1	DM	F	Null	51
718	3	13	1978	8	DO	M	35	57
720	3	13	1978	8	DS	F	47	134
721	3	13	1978	1	DM	F	37	44
722	3	13	1978	16	OL	F	Null	30
723	3	13	1978	8	OT	F	16	35
724	3	13	1978	15	DM	M	37	48
725	3	13	1978	1	DS	F	Null	146
726	3	13	1978	18	DM	F	Null	37
729	3	13	1978	15	DM	M	36	46
731	4	8	1978	2	DS	F	47	110
770	4	9	1978	4	DM	M	37	26
771	4	9	1978	4	DM	M	35	44
773	4	9	1978	5	DM	M	37	48
774	4	9	1978	5	DM	M	36	39
775	4	9	1978	5	DM	M	37	44
776	4	9	1978	5	DM	M	37	45
777	4	9	1978	8	OT	M	20	27
778	4	9	1978	8	DM	M	36	36
780	4	9	1978	11	DM	M	Null	51
781	4	9	1978	11	DM	F	37	45
782	4	9	1978	11	DM	M	37	47
783	4	9	1978	14	DS	F	47	90
784	4	9	1978	17	OT	M	Null	23
785	4	9	1978	17	DM	M	39	49
786	4	9	1978	11	DS	M	52	131
787	4	9	1978	5	DS	F	50	114
788	4	9	1978	17	DM	M	36	42
789	4	9	1978	8	DS	M	52	148
790	4	9	1978	5	DS	F	50	76
791	4	9	1978	5	DS	M	53	141
792	4	9	1978	17	DM	F	34	42
793	4	9	1978	4	DS	F	49	121
794	4	9	1978	11	DM	M	35	44
795	4	9	1978	17	DO	F	33	55
796	4	9	1978	4	DS	M	50	133
797	4	9	1978	17	DS	M	50	142
798	4	9	1978	8	DS	F	48	142
799	4	9	1978	11	DM	F	36	46
800	4	9	1978	5	DM	F	35	50
801	4	9	1978	14	DS	F	46	142
803	4	9	1978	4	DS	F	48	84
804	4	9	1978	4	DM	M	34	42
805	4	9	1978	17	DS	F	47	142
806	4	9	1978	4	DS	F	47	118
807	4	9	1978	17	DM	F	35	43
808	4	9	1978	11	DS	F	51	132
809	4	9	1978	11	DS	F	47	75
810	4	9	1978	14	DM	F	Null	49
814	4	10	1978	1	DS	M	55	168
815	4	10	1978	1	DM	F	38	43
816	4	10	1978	18	DS	F	46	84
818	4	10	1978	1	DS	F	49	87
819	4	10	1978	12	DS	F	Null	117
820	4	10	1978	18	DM	F	35	42
821	4	10	1978	16	DM	F	34	41
822	4	10	1978	1	DS	F	48	140
823	4	10	1978	18	DM	F	33	40
824	4	10	1978	12	DM	M	38	45
825	4	10	1978	18	NL	M	Null	225
826	4	10	1978	16	OT	M	20	18
827	4	10	1978	15	DM	M	36	47
828	4	10	1978	18	DM	Null	Null	48
829	4	10	1978	1	DS	M	48	89
830	4	10	1978	18	DM	M	38	51
833	5	6	1978	2	PF	M	14	8
834	5	6	1978	22	DM	M	38	47
835	5	6	1978	2	DS	M	53	149
836	5	6	1978	9	DS	F	49	124
837	5	6	1978	6	DS	F	48	73
838	5	6	1978	2	DM	M	37	48
839	5	6	1978	9	DS	M	51	139
840	5	6	1978	6	DM	M	37	41
841	5	6	1978	20	DS	M	Null	123
842	5	6	1978	2	DM	F	38	41
843	5	6	1978	22	DS	F	50	114
844	5	6	1978	9	DS	F	46	59
845	5	6	1978	2	NL	M	32	204
846	5	6	1978	9	DS	F	Null	90
847	5	6	1978	20	DM	M	35	45
848	5	6	1978	22	NL	M	32	212
849	5	6	1978	2	DM	M	36	43
850	5	6	1978	22	DS	F	48	91
851	5	6	1978	9	DS	M	46	50
852	5	6	1978	13	DM	M	36	44
853	5	6	1978	9	DS	F	49	113
854	5	6	1978	9	DM	M	36	36
855	5	6	1978	9	DS	F	Null	90
856	5	6	1978	9	DM	F	37	50
859	5	6	1978	21	OT	F	13	9
861	5	17	1978	21	OL	F	19	29
862	5	17	1978	5	DS	M	52	137
863	5	17	1978	5	DS	M	48	57
864	5	17	1978	12	DS	F	Null	121
865	5	17	1978	20	DM	F	37	31
866	5	17	1978	12	DM	F	37	41
867	5	17	1978	6	DM	M	37	37
868	5	17	1978	6	DS	F	50	83
869	5	17	1978	20	NL	F	33	174
870	5	17	1978	22	DS	F	49	116
871	5	17	1978	6	DS	F	Null	74
872	5	17	1978	20	DS	M	52	130
874	5	17	1978	20	DM	M	37	40
875	5	17	1978	5	NL	F	33	212
876	5	17	1978	6	DM	M	36	41
877	5	17	1978	12	DS	F	50	83
880	5	18	1978	16	DM	M	Null	48
881	5	18	1978	18	DM	F	35	41
882	5	18	1978	11	DS	M	52	118
883	5	18	1978	17	PM	F	20	22
884	5	18	1978	18	DS	M	49	102
885	5	18	1978	11	DM	M	36	42
886	5	18	1978	3	NL	F	Null	182
887	5	18	1978	11	DM	F	34	29
888	5	18	1978	17	DM	M	34	23
889	5	18	1978	18	DS	F	50	138
890	5	18	1978	17	DS	M	49	131
891	5	18	1978	17	DM	M	35	41
892	5	18	1978	17	DS	F	50	115
893	5	18	1978	14	DS	F	48	121
894	5	18	1978	17	DM	F	35	38
895	5	18	1978	4	DS	M	50	126
896	5	18	1978	4	DS	F	50	120
897	5	18	1978	11	PP	M	21	15
898	5	18	1978	11	DM	F	35	29
899	5	18	1978	18	DM	F	33	43
900	5	18	1978	15	DM	M	37	41
901	5	18	1978	4	DS	F	48	68
902	5	18	1978	4	DS	M	Null	83
904	5	18	1978	11	DS	F	52	97
905	5	18	1978	17	DM	M	33	21
906	5	18	1978	11	DM	M	34	21
907	5	18	1978	14	DM	F	36	44
908	5	18	1978	17	DO	M	33	18
909	5	18	1978	4	DM	M	36	40
910	5	18	1978	17	DM	F	37	41
911	5	19	1978	9	DS	F	48	129
912	5	19	1978	2	DS	M	Null	148
913	5	19	1978	1	DM	M	37	42
914	5	19	1978	2	DM	F	Null	41
915	5	19	1978	13	OT	F	18	24
916	5	19	1978	8	DS	F	50	108
917	5	19	1978	1	DS	M	52	160
918	5	19	1978	2	OT	F	21	30
919	5	19	1978	8	DO	M	35	54
920	5	19	1978	8	PF	F	15	7
921	5	19	1978	8	DS	F	48	125
922	5	19	1978	1	DS	M	50	100
923	5	19	1978	1	DM	M	34	21
924	5	19	1978	2	DM	M	37	49
925	5	19	1978	9	DM	M	36	35
926	5	19	1978	1	DO	M	35	37
927	5	19	1978	9	DS	F	48	64
928	5	19	1978	1	DS	F	Null	131
929	5	19	1978	1	DS	M	48	54
930	5	19	1978	2	DM	M	36	44
931	5	19	1978	9	DS	F	46	90
932	5	19	1978	1	DM	F	37	39
933	5	19	1978	2	PP	F	20	13
934	5	19	1978	2	DS	F	47	114
937	6	8	1978	12	DS	M	Null	90
938	6	8	1978	20	DM	M	38	46
939	6	8	1978	8	DS	F	51	110
940	6	8	1978	11	DS	M	51	119
941	6	8	1978	17	DM	M	36	29
942	6	8	1978	20	DM	M	32	48
944	6	8	1978	9	DS	F	50	124
945	6	8	1978	12	DS	F	49	84
946	6	8	1978	11	DM	F	36	43
947	6	8	1978	17	DM	F	33	43
948	6	8	1978	9	DM	M	37	40
949	6	8	1978	22	DS	F	49	120
950	6	8	1978	8	DO	F	34	55
951	6	8	1978	17	OL	F	21	29
952	6	8	1978	20	DM	F	34	26
953	6	8	1978	12	DS	F	52	115
954	6	8	1978	22	DM	M	36	45
955	6	8	1978	9	DS	M	47	70
956	6	8	1978	17	DS	F	49	123
957	6	8	1978	12	DM	F	33	16
958	6	8	1978	20	DM	F	36	42
959	6	8	1978	8	DS	F	47	125
960	6	8	1978	12	DM	M	Null	19
961	6	8	1978	8	DO	M	36	55
962	6	8	1978	22	DS	F	47	117
963	6	8	1978	17	DS	M	50	133
964	6	8	1978	9	DM	M	36	36
965	6	8	1978	9	DS	F	Null	71
966	6	8	1978	17	DM	M	35	29
967	6	8	1978	22	DS	F	49	99
968	6	8	1978	22	PF	M	13	7
969	6	8	1978	21	PF	M	15	8
970	6	8	1978	12	DM	F	Null	39
971	6	8	1978	17	NL	F	32	135
972	6	8	1978	9	DS	F	Null	94
973	6	8	1978	9	DS	F	47	100
974	6	8	1978	11	DS	F	49	98
975	6	8	1978	17	DM	F	35	43
976	6	8	1978	8	PF	F	15	8
977	6	8	1978	17	DO	M	34	23
978	6	8	1978	21	OT	M	18	12
979	6	8	1978	11	DM	M	Null	26
980	6	8	1978	20	DS	M	51	124
981	6	8	1978	11	PP	M	21	15
982	6	8	1978	12	DS	F	51	84
987	6	9	1978	6	DM	M	36	24
989	6	9	1978	4	DS	M	50	122
990	6	9	1978	2	NL	M	Null	200
991	6	9	1978	13	PP	M	23	17
992	6	9	1978	14	DM	M	38	46
993	6	9	1978	2	DS	M	54	149
994	6	9	1978	18	DM	F	33	23
995	6	9	1978	2	PF	M	16	8
996	6	9	1978	18	DS	F	48	136
997	6	9	1978	18	DS	M	49	102
998	6	9	1978	14	DS	F	51	122
999	6	9	1978	18	DM	F	34	40
1000	6	9	1978	5	DS	F	46	71
1001	6	9	1978	18	DM	F	34	42
1002	6	9	1978	14	SS	M	Null	130
1003	6	9	1978	1	DS	M	53	160
1004	6	9	1978	6	DS	F	50	82
1005	6	9	1978	5	DS	M	54	134
1006	6	9	1978	6	DM	M	37	38
1007	6	9	1978	1	DM	F	37	40
1008	6	9	1978	18	DM	F	32	37
1009	6	9	1978	3	OT	F	20	29
1010	6	9	1978	13	DS	F	47	107
1011	6	9	1978	1	DS	M	52	100
1012	6	9	1978	6	DS	M	46	32
1013	6	9	1978	1	DO	M	35	38
1014	6	9	1978	6	DS	F	50	73
1015	6	9	1978	1	DS	F	Null	134
1016	6	9	1978	4	DS	F	49	119
1017	6	9	1978	5	DM	F	36	50
1018	6	9	1978	2	DM	M	36	43
1019	6	9	1978	1	DS	F	49	59
1020	6	9	1978	16	DM	M	38	48
1021	6	9	1978	1	DS	M	49	58
1022	6	9	1978	6	DM	M	37	41
1023	6	9	1978	4	DS	F	49	81
1024	6	9	1978	4	DS	M	50	93
1025	6	9	1978	14	DM	M	35	28
1026	6	9	1978	13	OL	M	22	44
1027	6	9	1978	13	OT	F	19	28
1028	6	9	1978	13	DM	F	36	24
1029	6	9	1978	18	NL	M	32	232
1031	7	7	1978	9	DS	F	51	127
1032	7	7	1978	11	PP	M	22	16
1033	7	7	1978	12	DM	F	38	44
1034	7	7	1978	17	DM	M	35	35
1035	7	7	1978	12	DM	M	31	17
1036	7	7	1978	12	DS	F	51	122
1037	7	7	1978	11	DS	M	52	122
1038	7	7	1978	20	DM	F	33	32
1039	7	7	1978	11	DM	F	37	48
1040	7	7	1978	12	DS	M	53	95
1041	7	7	1978	17	DM	M	37	45
1042	7	7	1978	8	DO	M	35	51
1043	7	7	1978	17	DM	M	36	47
1044	7	7	1978	22	DS	F	50	119
1045	7	7	1978	8	DS	F	49	124
1046	7	7	1978	12	DS	F	51	87
1047	7	7	1978	6	DS	F	50	85
1049	7	7	1978	9	DM	M	37	36
1050	7	7	1978	22	DS	F	49	123
1051	7	7	1978	8	DS	F	50	111
1052	7	7	1978	17	DM	F	33	39
